64	0	0.110889
64	0	0.12817
64	0	0.12673
64	0	0.12673
64	0	0.12673
64	0	0.179438
64	0	0.171374
64	0	0.12601
64	0	0.151212
64	0	0.175406
64	0	0.109629
64	0	0.176414
64	0	0.139115
64	0	0.131051
64	0	0.135083
64	0	0.171374
64	0	0.157261
64	0	0.147852
64	0	0.147852
64	0	0.147852
64	1	0.104168
64	1	0.117189
64	1	0.136811
64	1	0.136811
64	1	0.0967758
64	1	0.0957677
64	1	0.104168
64	1	0.132491
64	1	0.133931
64	1	0.115209
64	1	0.0974478
64	1	0.108369
64	1	0.135371
64	1	0.118449
64	1	0.118449
64	1	0.147852
64	1	0.146172
64	1	0.144492
64	1	0.135371
64	1	0.135371
64	2	0.104168
64	2	0.135371
64	2	0.135371
64	2	0.133931
64	2	0.135371
64	2	0.156253
64	2	0.157933
64	2	0.211697
64	2	0.107109
64	2	0.113769
64	2	0.153228
64	2	0.221778
64	2	0.214217
64	2	0.157933
64	2	0.165325
64	2	0.152892
64	2	0.161293
64	2	0.154572
64	2	0.12961
64	2	0.12961
64	3	0.136091
64	3	0.132731
64	3	0.136091
64	3	0.134411
64	3	0.136091
64	3	0.136091
64	3	0.116649
64	3	0.161293
64	3	0.113769
64	3	0.12673
64	3	0.0870615
64	3	0.136811
64	3	0.157933
64	3	0.11971
64	3	0.0861451
64	3	0.106409
64	3	0.0917354
64	3	0.0957677
64	3	0.0957677
64	3	0.0947596
64	4	0.159613
64	4	0.159613
64	4	0.157261
64	4	0.157261
64	4	0.155244
64	4	0.118089
64	4	0.116649
64	4	0.11929
64	4	0.134411
64	4	0.11953
64	4	0.141131
64	4	0.157933
64	4	0.135371
64	4	0.156253
64	4	0.156253
64	4	0.135371
64	4	0.135371
64	4	0.135371
64	4	0.133931
64	4	0.133931
64	5	0.141131
64	5	0.142811
64	5	0.12241
64	5	0.146172
64	5	0.147852
64	5	0.112149
64	5	0.101928
64	5	0.134411
64	5	0.161293
64	5	0.162973
64	5	0.12223
64	5	0.183471
64	5	0.131051
64	5	0.152892
64	5	0.118089
64	5	0.114669
64	5	0.0974478
64	5	0.087978
64	5	0.0888944
64	5	0.0888944
64	6	0.110889
64	6	0.113409
64	6	0.100808
64	6	0.113409
64	6	0.113409
64	6	0.131051
64	6	0.133931
64	6	0.241939
64	6	0.176414
64	6	0.12433
64	6	0.12817
64	6	0.131051
64	6	0.146172
64	6	0.12529
64	6	0.17339
64	6	0.141131
64	6	0.137771
64	6	0.139451
64	6	0.11953
64	6	0.105848
64	7	0.118449
64	7	0.105288
64	7	0.12817
64	7	0.146172
64	7	0.146172
64	7	0.142811
64	7	0.155244
64	7	0.174734
64	7	0.175406
64	7	0.147852
64	7	0.146172
64	7	0.149532
64	7	0.179438
64	7	0.177422
64	7	0.175406
64	7	0.113409
64	7	0.114669
64	7	0.114669
64	7	0.113409
64	7	0.113409
64	8	0.152892
64	8	0.154572
64	8	0.154572
64	8	0.156253
64	8	0.151212
64	8	0.149532
64	8	0.135371
64	8	0.142811
64	8	0.136091
64	8	0.142811
64	8	0.0870615
64	8	0.100808
64	8	0.108369
64	8	0.0974478
64	8	0.108369
64	8	0.105848
64	8	0.104588
64	8	0.112329
64	8	0.110889
64	8	0.107529
64	9	0.106409
64	9	0.106409
64	9	0.12817
64	9	0.117189
64	9	0.144492
64	9	0.189015
64	9	0.175406
64	9	0.12385
64	9	0.131051
64	9	0.105288
64	9	0.118449
64	9	0.11929
64	9	0.12817
64	9	0.146172
64	9	0.142811
64	9	0.142811
64	9	0.117189
64	9	0.12385
64	9	0.142811
64	9	0.146172
128	0	0.115929
128	0	0.114669
128	0	0.113409
128	0	0.104588
128	0	0.12433
128	0	0.0932475
128	0	0.12601
128	0	0.116649
128	0	0.118089
128	0	0.12673
128	0	0.151212
128	0	0.136091
128	0	0.169358
128	0	0.104588
128	0	0.0940875
128	0	0.105848
128	0	0.105848
128	0	0.104588
128	0	0.115209
128	0	0.113769
128	1	0.136091
128	1	0.131051
128	1	0.112329
128	1	0.131051
128	1	0.12241
128	1	0.116649
128	1	0.165325
128	1	0.159277
128	1	0.136811
128	1	0.132731
128	1	0.12241
128	1	0.112149
128	1	0.183471
128	1	0.147852
128	1	0.11953
